file,label,group,set
new_dataset_raw\Normal\image_272.jpg,normal,image_272,train
new_dataset_raw\Normal\image_273.jpg,normal,image_273,train
new_dataset_raw\Normal\image_277.jpg,normal,image_277,train
new_dataset_raw\Normal\image_278.jpg,normal,image_278,train
new_dataset_raw\Normal\image_279.jpg,normal,image_279,train
new_dataset_raw\Normal\image_281.jpg,normal,image_281,train
new_dataset_raw\Normal\image_282.jpg,normal,image_282,train
new_dataset_raw\Normal\image_283.jpg,normal,image_283,train
new_dataset_raw\Normal\image_284.jpg,normal,image_284,train
new_dataset_raw\Normal\image_29.jpg,normal,image_29,train
new_dataset_raw\Normal\image_290.jpg,normal,image_290,train
new_dataset_raw\Normal\image_293.jpg,normal,image_293,train
new_dataset_raw\Normal\image_294.jpg,normal,image_294,train
new_dataset_raw\Normal\image_296.jpg,normal,image_296,train
new_dataset_raw\Normal\image_30.jpg,normal,image_30,train
new_dataset_raw\Normal\image_303.jpg,normal,image_303,train
new_dataset_raw\Normal\image_305.jpg,normal,image_305,train
new_dataset_raw\Normal\image_306.jpg,normal,image_306,train
new_dataset_raw\Normal\image_308.jpg,normal,image_308,train
new_dataset_raw\Normal\image_309.jpg,normal,image_309,train
new_dataset_raw\Normal\image_31.jpg,normal,image_31,train
new_dataset_raw\Normal\image_311.jpg,normal,image_311,train
new_dataset_raw\Normal\image_312.jpg,normal,image_312,train
new_dataset_raw\Normal\image_316.jpg,normal,image_316,train
new_dataset_raw\Normal\image_317.jpg,normal,image_317,train
new_dataset_raw\Normal\image_318.jpg,normal,image_318,train
new_dataset_raw\Normal\image_319.jpg,normal,image_319,train
new_dataset_raw\Normal\image_32.jpg,normal,image_32,train
new_dataset_raw\Normal\image_320.jpg,normal,image_320,train
new_dataset_raw\Normal\image_323.jpg,normal,image_323,train
new_dataset_raw\Normal\image_324.jpg,normal,image_324,train
new_dataset_raw\Normal\image_325.jpg,normal,image_325,train
new_dataset_raw\Normal\image_329.jpg,normal,image_329,train
new_dataset_raw\Normal\image_334.jpg,normal,image_334,train
new_dataset_raw\Normal\image_335.jpg,normal,image_335,train
new_dataset_raw\Normal\image_337.jpg,normal,image_337,train
new_dataset_raw\Normal\image_338.jpg,normal,image_338,train
new_dataset_raw\Normal\image_339.jpg,normal,image_339,train
new_dataset_raw\Normal\image_34.jpg,normal,image_34,train
new_dataset_raw\Normal\image_346.jpg,normal,image_346,train
new_dataset_raw\Normal\image_35.jpg,normal,image_35,train
new_dataset_raw\Normal\image_350.jpg,normal,image_350,train
new_dataset_raw\Normal\image_351.jpg,normal,image_351,train
new_dataset_raw\Normal\image_352.jpg,normal,image_352,train
new_dataset_raw\Normal\image_359.jpg,normal,image_359,train
new_dataset_raw\Normal\image_36.jpg,normal,image_36,train
new_dataset_raw\Normal\image_360.jpg,normal,image_360,train
new_dataset_raw\Normal\image_361.jpg,normal,image_361,train
new_dataset_raw\Normal\image_362.jpg,normal,image_362,train
new_dataset_raw\Normal\image_363.jpg,normal,image_363,train
new_dataset_raw\Normal\image_364.jpg,normal,image_364,train
new_dataset_raw\Normal\image_365.jpg,normal,image_365,train
new_dataset_raw\Normal\image_366.jpg,normal,image_366,train
new_dataset_raw\Normal\image_37.jpg,normal,image_37,train
new_dataset_raw\Normal\image_372.jpg,normal,image_372,train
new_dataset_raw\Normal\image_373.jpg,normal,image_373,train
new_dataset_raw\Normal\image_374.jpg,normal,image_374,train
new_dataset_raw\Normal\image_375.jpg,normal,image_375,train
new_dataset_raw\Normal\image_376.jpg,normal,image_376,train
new_dataset_raw\Normal\image_378.jpg,normal,image_378,train
new_dataset_raw\Normal\image_379.jpg,normal,image_379,train
new_dataset_raw\Normal\image_380.jpg,normal,image_380,train
new_dataset_raw\Normal\image_385.jpg,normal,image_385,train
new_dataset_raw\Normal\image_387.jpg,normal,image_387,train
new_dataset_raw\Normal\image_388.jpg,normal,image_388,train
new_dataset_raw\Normal\image_392.jpg,normal,image_392,train
new_dataset_raw\Normal\image_394.jpg,normal,image_394,train
new_dataset_raw\Normal\image_395.jpg,normal,image_395,train
new_dataset_raw\Normal\image_396.jpg,normal,image_396,train
new_dataset_raw\Normal\image_397.jpg,normal,image_397,train
new_dataset_raw\Normal\image_398.jpg,normal,image_398,train
new_dataset_raw\Normal\image_400.jpg,normal,image_400,train
new_dataset_raw\Normal\image_401.jpg,normal,image_401,train
new_dataset_raw\Normal\image_402.jpg,normal,image_402,train
new_dataset_raw\Normal\image_403.jpg,normal,image_403,train
new_dataset_raw\Normal\image_404.jpg,normal,image_404,train
new_dataset_raw\Normal\image_405.jpg,normal,image_405,train
new_dataset_raw\Normal\image_406.jpg,normal,image_406,train
new_dataset_raw\Normal\image_407.jpg,normal,image_407,train
new_dataset_raw\Normal\image_408.jpg,normal,image_408,train
new_dataset_raw\Normal\image_41.jpg,normal,image_41,train
new_dataset_raw\Normal\image_410.jpg,normal,image_410,train
new_dataset_raw\Normal\image_411.jpg,normal,image_411,train
new_dataset_raw\Normal\image_413.jpg,normal,image_413,train
new_dataset_raw\Normal\image_414.jpg,normal,image_414,train
new_dataset_raw\Normal\image_418.jpg,normal,image_418,train
new_dataset_raw\Normal\image_419.jpg,normal,image_419,train
new_dataset_raw\Normal\image_420.jpg,normal,image_420,train
new_dataset_raw\Normal\image_421.jpg,normal,image_421,train
new_dataset_raw\Normal\image_422.jpg,normal,image_422,train
new_dataset_raw\Normal\image_423.jpg,normal,image_423,train
new_dataset_raw\Normal\image_426.jpg,normal,image_426,train
new_dataset_raw\Normal\image_430.jpg,normal,image_430,train
new_dataset_raw\Normal\image_432.jpg,normal,image_432,train
new_dataset_raw\Normal\image_433.jpg,normal,image_433,train
new_dataset_raw\Normal\image_434.jpg,normal,image_434,train
new_dataset_raw\Normal\image_435.jpg,normal,image_435,train
new_dataset_raw\Normal\image_44.jpg,normal,image_44,train
new_dataset_raw\Normal\image_441.jpg,normal,image_441,train
new_dataset_raw\Normal\image_442.jpg,normal,image_442,train
new_dataset_raw\Normal\image_443.jpg,normal,image_443,train
new_dataset_raw\Normal\image_444.jpg,normal,image_444,train
new_dataset_raw\Normal\image_445.jpg,normal,image_445,train
new_dataset_raw\Normal\image_448.jpg,normal,image_448,train
new_dataset_raw\Normal\image_45.jpg,normal,image_45,train
new_dataset_raw\Normal\image_450.jpg,normal,image_450,train
new_dataset_raw\Normal\image_451.jpg,normal,image_451,train
new_dataset_raw\Normal\image_452.jpg,normal,image_452,train
new_dataset_raw\Normal\image_453.jpg,normal,image_453,train
new_dataset_raw\Normal\image_454.jpg,normal,image_454,train
new_dataset_raw\Normal\image_456.jpg,normal,image_456,train
new_dataset_raw\Normal\image_458.jpg,normal,image_458,train
new_dataset_raw\Normal\image_459.jpg,normal,image_459,train
new_dataset_raw\Normal\image_46.jpg,normal,image_46,train
new_dataset_raw\Normal\image_460.jpg,normal,image_460,train
new_dataset_raw\Normal\image_463.jpg,normal,image_463,train
new_dataset_raw\Normal\image_466.jpg,normal,image_466,train
new_dataset_raw\Normal\image_469.jpg,normal,image_469,train
new_dataset_raw\Normal\image_47.jpg,normal,image_47,train
new_dataset_raw\Normal\image_470.jpg,normal,image_470,train
new_dataset_raw\Normal\image_471.jpg,normal,image_471,train
new_dataset_raw\Normal\image_472.jpg,normal,image_472,train
new_dataset_raw\Normal\image_473.jpg,normal,image_473,train
new_dataset_raw\Normal\image_480.jpg,normal,image_480,train
new_dataset_raw\Normal\image_481.jpg,normal,image_481,train
new_dataset_raw\Normal\image_484.jpg,normal,image_484,train
new_dataset_raw\Normal\image_486.jpg,normal,image_486,train
new_dataset_raw\Normal\image_488.jpg,normal,image_488,train
new_dataset_raw\Normal\image_489.jpg,normal,image_489,train
new_dataset_raw\Normal\image_49.jpg,normal,image_49,train
new_dataset_raw\Normal\image_492.jpg,normal,image_492,train
new_dataset_raw\Normal\image_494.jpg,normal,image_494,train
new_dataset_raw\Normal\image_495.jpg,normal,image_495,train
new_dataset_raw\Normal\image_496.jpg,normal,image_496,train
new_dataset_raw\Normal\image_497.jpg,normal,image_497,train
new_dataset_raw\Normal\image_498.jpg,normal,image_498,train
new_dataset_raw\Normal\image_54.jpg,normal,image_54,train
new_dataset_raw\Normal\image_55.jpg,normal,image_55,train
new_dataset_raw\Normal\image_56.jpg,normal,image_56,train
new_dataset_raw\Normal\image_57.jpg,normal,image_57,train
new_dataset_raw\Normal\image_58.jpg,normal,image_58,train
new_dataset_raw\Normal\image_59.jpg,normal,image_59,train
new_dataset_raw\Normal\image_60.jpg,normal,image_60,train
new_dataset_raw\Normal\image_61.jpg,normal,image_61,train
new_dataset_raw\Normal\image_65.jpg,normal,image_65,train
new_dataset_raw\Normal\image_67.jpg,normal,image_67,train
new_dataset_raw\Normal\image_68.jpg,normal,image_68,train
new_dataset_raw\Normal\image_69.jpg,normal,image_69,train
new_dataset_raw\Normal\image_71.jpg,normal,image_71,train
new_dataset_raw\Normal\image_73.jpg,normal,image_73,train
new_dataset_raw\Normal\image_79.jpg,normal,image_79,train
new_dataset_raw\Normal\image_81.jpg,normal,image_81,train
new_dataset_raw\Normal\image_82.jpg,normal,image_82,train
new_dataset_raw\Normal\image_83.jpg,normal,image_83,train
new_dataset_raw\Normal\image_84.jpg,normal,image_84,train
new_dataset_raw\Normal\image_85.jpg,normal,image_85,train
new_dataset_raw\Normal\image_91.jpg,normal,image_91,train
new_dataset_raw\Normal\image_92.jpg,normal,image_92,train
new_dataset_raw\Normal\image_93.jpg,normal,image_93,train
new_dataset_raw\Normal\image_94.jpg,normal,image_94,train
new_dataset_raw\Normal\image_95.jpg,normal,image_95,train
new_dataset_raw\Normal\image_97.jpg,normal,image_97,train
new_dataset_raw\Oily\c124_resized_flipped_horizontal.jpg,oily,c124,train
new_dataset_raw\Oily\c124_resized_flipped_vertical.jpg,oily,c124,train
new_dataset_raw\Oily\c124_resized_resized.jpg,oily,c124,train
new_dataset_raw\Oily\c124_resized_rotated_180.jpg,oily,c124,train
new_dataset_raw\Oily\c124_resized_rotated_180_flipped_horizontal.jpg,oily,c124,train
new_dataset_raw\Oily\c124_resized_rotated_180_flipped_vertical.jpg,oily,c124,train
new_dataset_raw\Oily\c124_resized_rotated_90.jpg,oily,c124,train
new_dataset_raw\Oily\c124_resized_rotated_90_flipped_horizontal.jpg,oily,c124,train
new_dataset_raw\Oily\c124_resized_rotated_90_flipped_vertical.jpg,oily,c124,train
new_dataset_raw\Oily\c13_resized_flipped_horizontal.jpg,oily,c13,train
new_dataset_raw\Oily\c13_resized_flipped_vertical.jpg,oily,c13,train
new_dataset_raw\Oily\c13_resized_resized.jpg,oily,c13,train
new_dataset_raw\Oily\c13_resized_rotated_180.jpg,oily,c13,train
new_dataset_raw\Oily\c13_resized_rotated_180_flipped_horizontal.jpg,oily,c13,train
new_dataset_raw\Oily\c13_resized_rotated_180_flipped_vertical.jpg,oily,c13,train
new_dataset_raw\Oily\c13_resized_rotated_90.jpg,oily,c13,train
new_dataset_raw\Oily\c13_resized_rotated_90_flipped_horizontal.jpg,oily,c13,train
new_dataset_raw\Oily\c13_resized_rotated_90_flipped_vertical.jpg,oily,c13,train
new_dataset_raw\Oily\c2_resized_flipped_vertical.jpg,oily,c2,train
new_dataset_raw\Oily\c2_resized_resized.jpg,oily,c2,train
new_dataset_raw\Oily\c2_resized_rotated_180.jpg,oily,c2,train
new_dataset_raw\Oily\c2_resized_rotated_180_flipped_horizontal.jpg,oily,c2,train
new_dataset_raw\Oily\c2_resized_rotated_180_flipped_vertical.jpg,oily,c2,train
new_dataset_raw\Oily\c2_resized_rotated_90.jpg,oily,c2,train
new_dataset_raw\Oily\c2_resized_rotated_90_flipped_horizontal.jpg,oily,c2,train
new_dataset_raw\Oily\c2_resized_rotated_90_flipped_vertical.jpg,oily,c2,train
new_dataset_raw\Oily\c34_resized_flipped_horizontal.jpg,oily,c34,train
new_dataset_raw\Oily\c34_resized_flipped_vertical.jpg,oily,c34,train
new_dataset_raw\Oily\c34_resized_resized.jpg,oily,c34,train
new_dataset_raw\Oily\c34_resized_rotated_180.jpg,oily,c34,train
new_dataset_raw\Oily\c34_resized_rotated_180_flipped_horizontal.jpg,oily,c34,train
new_dataset_raw\Oily\c34_resized_rotated_180_flipped_vertical.jpg,oily,c34,train
new_dataset_raw\Oily\c34_resized_rotated_90.jpg,oily,c34,train
new_dataset_raw\Oily\c34_resized_rotated_90_flipped_horizontal.jpg,oily,c34,train
new_dataset_raw\Oily\c34_resized_rotated_90_flipped_vertical.jpg,oily,c34,train
new_dataset_raw\Oily\c47_resized_flipped_vertical.jpg,oily,c47,train
new_dataset_raw\Oily\c47_resized_resized.jpg,oily,c47,train
new_dataset_raw\Oily\c47_resized_rotated_180.jpg,oily,c47,train
new_dataset_raw\Oily\c47_resized_rotated_180_flipped_horizontal.jpg,oily,c47,train
new_dataset_raw\Oily\c47_resized_rotated_180_flipped_vertical.jpg,oily,c47,train
new_dataset_raw\Oily\c47_resized_rotated_90.jpg,oily,c47,train
new_dataset_raw\Oily\c47_resized_rotated_90_flipped_horizontal.jpg,oily,c47,train
new_dataset_raw\Oily\c47_resized_rotated_90_flipped_vertical.jpg,oily,c47,train
new_dataset_raw\Oily\c86_resized_flipped_horizontal.jpg,oily,c86,train
new_dataset_raw\Oily\c86_resized_flipped_vertical.jpg,oily,c86,train
new_dataset_raw\Oily\c86_resized_resized.jpg,oily,c86,train
new_dataset_raw\Oily\c86_resized_rotated_180.jpg,oily,c86,train
new_dataset_raw\Oily\c86_resized_rotated_180_flipped_horizontal.jpg,oily,c86,train
new_dataset_raw\Oily\c86_resized_rotated_180_flipped_vertical.jpg,oily,c86,train
new_dataset_raw\Oily\c86_resized_rotated_90_flipped_horizontal.jpg,oily,c86,train
new_dataset_raw\Oily\c86_resized_rotated_90_flipped_vertical.jpg,oily,c86,train
new_dataset_raw\Oily\images (2)_resized_flipped_vertical.jpg,oily,images (2),train
new_dataset_raw\Oily\images (2)_resized_resized.jpg,oily,images (2),train
new_dataset_raw\Oily\images (2)_resized_rotated_180.jpg,oily,images (2),train
new_dataset_raw\Oily\images (2)_resized_rotated_180_flipped_horizontal.jpg,oily,images (2),train
new_dataset_raw\Oily\images (2)_resized_rotated_90.jpg,oily,images (2),train
new_dataset_raw\Oily\images (2)_resized_rotated_90_flipped_horizontal.jpg,oily,images (2),train
new_dataset_raw\Oily\images (2)_resized_rotated_90_flipped_vertical.jpg,oily,images (2),train
new_dataset_raw\Oily\images_resized_flipped_vertical.jpg,oily,images,train
new_dataset_raw\Oily\images_resized_resized.jpg,oily,images,train
new_dataset_raw\Oily\images_resized_rotated_180.jpg,oily,images,train
new_dataset_raw\Oily\images_resized_rotated_180_flipped_horizontal.jpg,oily,images,train
new_dataset_raw\Oily\images_resized_rotated_180_flipped_vertical.jpg,oily,images,train
new_dataset_raw\Oily\images_resized_rotated_90_flipped_horizontal.jpg,oily,images,train
new_dataset_raw\Oily\images_resized_rotated_90_flipped_vertical.jpg,oily,images,train
new_dataset_raw\Oily\image_601 - Copy_resized_resized.jpg,oily,image_601,train
new_dataset_raw\Oily\image_601 - Copy_resized_rotated_180_flipped_horizontal.jpg,oily,image_601,train
new_dataset_raw\Oily\image_601 - Copy_resized_rotated_180_flipped_vertical.jpg,oily,image_601,train
new_dataset_raw\Oily\image_601 - Copy_resized_rotated_90.jpg,oily,image_601,train
new_dataset_raw\Oily\image_601 - Copy_resized_rotated_90_flipped_horizontal.jpg,oily,image_601,train
new_dataset_raw\Oily\image_601 - Copy_resized_rotated_90_flipped_vertical.jpg,oily,image_601,train
new_dataset_raw\Oily\istockphoto-1151145485-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-1151145485-612x612,train
new_dataset_raw\Oily\istockphoto-1151145485-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1151145485-612x612,train
new_dataset_raw\Oily\istockphoto-1151145485-612x612_resized_rotated_180.jpg,oily,istockphoto-1151145485-612x612,train
new_dataset_raw\Oily\istockphoto-1151145485-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1151145485-612x612,train
new_dataset_raw\Oily\istockphoto-1151145485-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1151145485-612x612,train
new_dataset_raw\Oily\istockphoto-1151145485-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1151145485-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_resized.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_rotated_180.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_rotated_90.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1401300991-612x612,train
new_dataset_raw\Oily\istockphoto-1445376040-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1445376040-612x612,train
new_dataset_raw\Oily\istockphoto-1445376040-612x612_resized_rotated_180.jpg,oily,istockphoto-1445376040-612x612,train
new_dataset_raw\Oily\istockphoto-1445376040-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1445376040-612x612,train
new_dataset_raw\Oily\istockphoto-1445376040-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1445376040-612x612,train
new_dataset_raw\Oily\istockphoto-1445376040-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1445376040-612x612,train
new_dataset_raw\Oily\istockphoto-1445376040-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1445376040-612x612,train
new_dataset_raw\Oily\istockphoto-1446819788-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-1446819788-612x612,train
new_dataset_raw\Oily\istockphoto-1446819788-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1446819788-612x612,train
new_dataset_raw\Oily\istockphoto-1446819788-612x612_resized_resized.jpg,oily,istockphoto-1446819788-612x612,train
new_dataset_raw\Oily\istockphoto-1446819788-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1446819788-612x612,train
new_dataset_raw\Oily\istockphoto-1446819788-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1446819788-612x612,train
new_dataset_raw\Oily\istockphoto-1446819788-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1446819788-612x612,train
new_dataset_raw\Oily\istockphoto-1483199891-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-1483199891-612x612,train
new_dataset_raw\Oily\istockphoto-1483199891-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1483199891-612x612,train
new_dataset_raw\Oily\istockphoto-1483199891-612x612_resized_resized.jpg,oily,istockphoto-1483199891-612x612,train
new_dataset_raw\Oily\istockphoto-1483199891-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1483199891-612x612,train
new_dataset_raw\Oily\istockphoto-1483199891-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1483199891-612x612,train
new_dataset_raw\Oily\istockphoto-1483199891-612x612_resized_rotated_90.jpg,oily,istockphoto-1483199891-612x612,train
new_dataset_raw\Oily\istockphoto-1483199891-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1483199891-612x612,train
new_dataset_raw\Oily\istockphoto-1483199891-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1483199891-612x612,train
new_dataset_raw\Oily\istockphoto-1497112165-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-1497112165-612x612,train
new_dataset_raw\Oily\istockphoto-1497112165-612x612_resized_rotated_180.jpg,oily,istockphoto-1497112165-612x612,train
new_dataset_raw\Oily\istockphoto-1497112165-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1497112165-612x612,train
new_dataset_raw\Oily\istockphoto-1497112165-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1497112165-612x612,train
new_dataset_raw\Oily\istockphoto-1497112165-612x612_resized_rotated_90.jpg,oily,istockphoto-1497112165-612x612,train
new_dataset_raw\Oily\istockphoto-1497112165-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1497112165-612x612,train
new_dataset_raw\Oily\istockphoto-1497112165-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1497112165-612x612,train
new_dataset_raw\Oily\istockphoto-1528534233-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1528534233-612x612,train
new_dataset_raw\Oily\istockphoto-1528534233-612x612_resized_resized.jpg,oily,istockphoto-1528534233-612x612,train
new_dataset_raw\Oily\istockphoto-1528534233-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1528534233-612x612,train
new_dataset_raw\Oily\istockphoto-1528534233-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1528534233-612x612,train
new_dataset_raw\Oily\istockphoto-1528534233-612x612_resized_rotated_90.jpg,oily,istockphoto-1528534233-612x612,train
new_dataset_raw\Oily\istockphoto-1528534233-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1528534233-612x612,train
new_dataset_raw\Oily\istockphoto-1806512561-612x612_resized_resized.jpg,oily,istockphoto-1806512561-612x612,train
new_dataset_raw\Oily\istockphoto-1806512561-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1806512561-612x612,train
new_dataset_raw\Oily\istockphoto-1806512561-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1806512561-612x612,train
new_dataset_raw\Oily\istockphoto-1806512561-612x612_resized_rotated_90.jpg,oily,istockphoto-1806512561-612x612,train
new_dataset_raw\Oily\istockphoto-1806512561-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-1806512561-612x612,train
new_dataset_raw\Oily\istockphoto-1806512561-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-1806512561-612x612,train
new_dataset_raw\Oily\istockphoto-1844221377-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-1844221377-612x612,train
new_dataset_raw\Oily\istockphoto-1844221377-612x612_resized_flipped_vertical.jpg,oily,istockphoto-1844221377-612x612,train
new_dataset_raw\Oily\istockphoto-1844221377-612x612_resized_resized.jpg,oily,istockphoto-1844221377-612x612,train
new_dataset_raw\Oily\istockphoto-1844221377-612x612_resized_rotated_180.jpg,oily,istockphoto-1844221377-612x612,train
new_dataset_raw\Oily\istockphoto-1844221377-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,istockphoto-1844221377-612x612,train
new_dataset_raw\Oily\istockphoto-1844221377-612x612_resized_rotated_180_flipped_vertical.jpg,oily,istockphoto-1844221377-612x612,train
new_dataset_raw\Oily\istockphoto-1844221377-612x612_resized_rotated_90.jpg,oily,istockphoto-1844221377-612x612,train
new_dataset_raw\Oily\istockphoto-828754502-612x612_resized_flipped_horizontal.jpg,oily,istockphoto-828754502-612x612,train
new_dataset_raw\Oily\istockphoto-828754502-612x612_resized_flipped_vertical.jpg,oily,istockphoto-828754502-612x612,train
new_dataset_raw\Oily\istockphoto-828754502-612x612_resized_resized.jpg,oily,istockphoto-828754502-612x612,train
new_dataset_raw\Oily\istockphoto-828754502-612x612_resized_rotated_180.jpg,oily,istockphoto-828754502-612x612,train
new_dataset_raw\Oily\istockphoto-828754502-612x612_resized_rotated_90.jpg,oily,istockphoto-828754502-612x612,train
new_dataset_raw\Oily\istockphoto-828754502-612x612_resized_rotated_90_flipped_horizontal.jpg,oily,istockphoto-828754502-612x612,train
new_dataset_raw\Oily\istockphoto-828754502-612x612_resized_rotated_90_flipped_vertical.jpg,oily,istockphoto-828754502-612x612,train
new_dataset_raw\Oily\oily(108)_resized_flipped_vertical.jpg,oily,oily(108),train
new_dataset_raw\Oily\oily(108)_resized_resized.jpg,oily,oily(108),train
new_dataset_raw\Oily\oily(108)_resized_rotated_180.jpg,oily,oily(108),train
new_dataset_raw\Oily\oily(108)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(108),train
new_dataset_raw\Oily\oily(108)_resized_rotated_180_flipped_vertical.jpg,oily,oily(108),train
new_dataset_raw\Oily\oily(108)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(108),train
new_dataset_raw\Oily\oily(108)_resized_rotated_90_flipped_vertical.jpg,oily,oily(108),train
new_dataset_raw\Oily\oily(31)_resized_flipped_vertical.jpg,oily,oily(31),train
new_dataset_raw\Oily\oily(31)_resized_resized.jpg,oily,oily(31),train
new_dataset_raw\Oily\oily(31)_resized_rotated_180.jpg,oily,oily(31),train
new_dataset_raw\Oily\oily(31)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(31),train
new_dataset_raw\Oily\oily(31)_resized_rotated_90.jpg,oily,oily(31),train
new_dataset_raw\Oily\oily(31)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(31),train
new_dataset_raw\Oily\oily(31)_resized_rotated_90_flipped_vertical.jpg,oily,oily(31),train
new_dataset_raw\Oily\oily(51)_resized_flipped_vertical.jpg,oily,oily(51),train
new_dataset_raw\Oily\oily(51)_resized_resized.jpg,oily,oily(51),train
new_dataset_raw\Oily\oily(51)_resized_rotated_180.jpg,oily,oily(51),train
new_dataset_raw\Oily\oily(51)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(51),train
new_dataset_raw\Oily\oily(51)_resized_rotated_180_flipped_vertical.jpg,oily,oily(51),train
new_dataset_raw\Oily\oily(51)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(51),train
new_dataset_raw\Oily\oily(51)_resized_rotated_90_flipped_vertical.jpg,oily,oily(51),train
new_dataset_raw\Oily\oily(54)_resized_flipped_horizontal.jpg,oily,oily(54),train
new_dataset_raw\Oily\oily(54)_resized_flipped_vertical.jpg,oily,oily(54),train
new_dataset_raw\Oily\oily(54)_resized_resized.jpg,oily,oily(54),train
new_dataset_raw\Oily\oily(54)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(54),train
new_dataset_raw\Oily\oily(54)_resized_rotated_180_flipped_vertical.jpg,oily,oily(54),train
new_dataset_raw\Oily\oily(54)_resized_rotated_90_flipped_vertical.jpg,oily,oily(54),train
new_dataset_raw\Oily\oily(75)_resized_flipped_horizontal.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(75)_resized_flipped_vertical.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(75)_resized_resized.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(75)_resized_rotated_180.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(75)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(75)_resized_rotated_180_flipped_vertical.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(75)_resized_rotated_90.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(75)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(75)_resized_rotated_90_flipped_vertical.jpg,oily,oily(75),train
new_dataset_raw\Oily\oily(76)_resized_flipped_vertical.jpg,oily,oily(76),train
