set,file,label,path
train,oily(64)_resized_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\oily(64)_resized_flipped_horizontal.jpg
train,image_339.jpg,normal,new_dataset_raw\Normal\image_339.jpg
train,image_260.jpg,normal,new_dataset_raw\Normal\image_260.jpg
train,image_179.jpg,normal,new_dataset_raw\Normal\image_179.jpg
train,image_11.jpg,normal,new_dataset_raw\Normal\image_11.jpg
train,image_261.jpg,normal,new_dataset_raw\Normal\image_261.jpg
train,image_329.jpg,normal,new_dataset_raw\Normal\image_329.jpg
train,download (2)_resized_rotated_180.jpg,dry,new_dataset_raw\Dry\download (2)_resized_rotated_180.jpg
train,c47_resized_flipped_vertical.jpg,oily,new_dataset_raw\Oily\c47_resized_flipped_vertical.jpg
train,images (1)_resized_rotated_180_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (1)_resized_rotated_180_flipped_horizontal.jpg
train,image_247.jpg,normal,new_dataset_raw\Normal\image_247.jpg
train,image_290_resized_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_290_resized_flipped_vertical.jpg
train,image_575 - Copy_resized_resized.jpg,combination,new_dataset_raw\Combination\image_575 - Copy_resized_resized.jpg
train,oily(85)_resized_rotated_180.jpg,oily,new_dataset_raw\Oily\oily(85)_resized_rotated_180.jpg
train,istockphoto-846675168-612x612_resized_resized.jpg,oily,new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_resized.jpg
train,image_348 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_348 - Copy_resized_rotated_180_flipped_horizontal.jpg
train,image_236_resized_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_236_resized_flipped_horizontal.jpg
train,images (6)_resized_rotated_90.jpg,dry,new_dataset_raw\Dry\images (6)_resized_rotated_90.jpg
train,image_783_resized_rotated_90.jpg,sensitive,new_dataset_raw\Sensitive\image_783_resized_rotated_90.jpg
train,Prendre soin d’une peau sèche (2)_resized_rotated_90.jpg,dry,new_dataset_raw\Dry\Prendre soin d’une peau sèche (2)_resized_rotated_90.jpg
train,oily(59)_resized_rotated_90_flipped_vertical.jpg,oily,new_dataset_raw\Oily\oily(59)_resized_rotated_90_flipped_vertical.jpg
train,image_621_resized_rotated_180.jpg,sensitive,new_dataset_raw\Sensitive\image_621_resized_rotated_180.jpg
train,image_623_resized_rotated_180_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_623_resized_rotated_180_flipped_horizontal.jpg
train,images (23)_resized_resized.jpg,dry,new_dataset_raw\Dry\images (23)_resized_resized.jpg
train,acne-pustular-20_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\acne-pustular-20_resized_rotated_90_flipped_vertical.jpg
train,istockphoto-846675168-612x612_resized_rotated_180.jpg,oily,new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_rotated_180.jpg
train,image_727_resized_rotated_180_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_727_resized_rotated_180_flipped_horizontal.jpg
train,image_154.jpg,normal,new_dataset_raw\Normal\image_154.jpg
train,image_440.jpg,normal,new_dataset_raw\Normal\image_440.jpg
train,image_235_resized_rotated_180.jpg,sensitive,new_dataset_raw\Sensitive\image_235_resized_rotated_180.jpg
train,image_212.jpg,normal,new_dataset_raw\Normal\image_212.jpg
train,istockphoto-1528534233-612x612_resized_rotated_90.jpg,oily,new_dataset_raw\Oily\istockphoto-1528534233-612x612_resized_rotated_90.jpg
train,images_resized_rotated_180_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images_resized_rotated_180_flipped_vertical.jpg
train,c9_resized_resized.jpg,oily,new_dataset_raw\Oily\c9_resized_resized.jpg
train,image_448.jpg,normal,new_dataset_raw\Normal\image_448.jpg
train,image_609_resized_rotated_180.jpg,sensitive,new_dataset_raw\Sensitive\image_609_resized_rotated_180.jpg
train,image_727_resized_resized.jpg,combination,new_dataset_raw\Combination\image_727_resized_resized.jpg
train,istockphoto-1528534233-612x612_resized_resized.jpg,oily,new_dataset_raw\Oily\istockphoto-1528534233-612x612_resized_resized.jpg
train,image_716_resized_rotated_90_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_716_resized_rotated_90_flipped_horizontal.jpg
train,image_734_resized_rotated_90_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_734_resized_rotated_90_flipped_horizontal.jpg
train,image_663_resized_rotated_180_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_663_resized_rotated_180_flipped_vertical.jpg
train,c9_resized_rotated_90.jpg,oily,new_dataset_raw\Oily\c9_resized_rotated_90.jpg
train,image_285.jpg,normal,new_dataset_raw\Normal\image_285.jpg
train,istockphoto-1401300991-612x612_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\istockphoto-1401300991-612x612_resized_rotated_180_flipped_horizontal.jpg
train,c15_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\c15_resized_rotated_180_flipped_horizontal.jpg
train,acne-pustular-20_resized_rotated_180_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\acne-pustular-20_resized_rotated_180_flipped_horizontal.jpg
train,image_764_resized_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_764_resized_flipped_vertical.jpg
train,image_473.jpg,normal,new_dataset_raw\Normal\image_473.jpg
train,images (41)_resized_rotated_180_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (41)_resized_rotated_180_flipped_horizontal.jpg
train,image_764_resized_rotated_90.jpg,combination,new_dataset_raw\Combination\image_764_resized_rotated_90.jpg
train,oily(76)_resized_flipped_vertical.jpg,oily,new_dataset_raw\Oily\oily(76)_resized_flipped_vertical.jpg
train,images (8)_resized_resized.jpg,dry,new_dataset_raw\Dry\images (8)_resized_resized.jpg
train,image_118.jpg,normal,new_dataset_raw\Normal\image_118.jpg
train,images (39)_resized_rotated_180_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (39)_resized_rotated_180_flipped_vertical.jpg
train,c15_resized_rotated_180_flipped_vertical.jpg,oily,new_dataset_raw\Oily\c15_resized_rotated_180_flipped_vertical.jpg
train,image_314 - Copy_resized_resized.jpg,sensitive,new_dataset_raw\Sensitive\image_314 - Copy_resized_resized.jpg
train,c16_resized_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\c16_resized_flipped_horizontal.jpg
train,image_330.jpg,normal,new_dataset_raw\Normal\image_330.jpg
train,image_139_resized_rotated_90_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_139_resized_rotated_90_flipped_horizontal.jpg
train,images (24)_resized_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (24)_resized_flipped_horizontal.jpg
train,istockphoto-817319014-612x612_resized_rotated_90_flipped_vertical.jpg,oily,new_dataset_raw\Oily\istockphoto-817319014-612x612_resized_rotated_90_flipped_vertical.jpg
train,image_450.jpg,normal,new_dataset_raw\Normal\image_450.jpg
train,c2_resized_rotated_90_flipped_vertical.jpg,oily,new_dataset_raw\Oily\c2_resized_rotated_90_flipped_vertical.jpg
train,oily(56)_resized_flipped_vertical.jpg,oily,new_dataset_raw\Oily\oily(56)_resized_flipped_vertical.jpg
train,image_763_resized_rotated_90.jpg,combination,new_dataset_raw\Combination\image_763_resized_rotated_90.jpg
train,image_305_resized_rotated_180_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_305_resized_rotated_180_flipped_horizontal.jpg
train,image_388.jpg,normal,new_dataset_raw\Normal\image_388.jpg
train,image_408.jpg,normal,new_dataset_raw\Normal\image_408.jpg
train,image_301_resized_rotated_180.jpg,sensitive,new_dataset_raw\Sensitive\image_301_resized_rotated_180.jpg
train,download (1)_resized_flipped_vertical.jpg,oily,new_dataset_raw\Oily\download (1)_resized_flipped_vertical.jpg
train,image_281.jpg,normal,new_dataset_raw\Normal\image_281.jpg
train,image_295_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_295_resized_rotated_90_flipped_vertical.jpg
train,oily(84)_resized_flipped_vertical.jpg,oily,new_dataset_raw\Oily\oily(84)_resized_flipped_vertical.jpg
train,image_679_resized_resized.jpg,combination,new_dataset_raw\Combination\image_679_resized_resized.jpg
train,oily(15)_resized_rotated_180_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\oily(15)_resized_rotated_180_flipped_horizontal.jpg
train,images (14)_resized_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (14)_resized_flipped_vertical.jpg
train,images (30)_resized_rotated_90_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (30)_resized_rotated_90_flipped_vertical.jpg
train,images (7)_resized_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (7)_resized_flipped_horizontal.jpg
train,image_397 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_397 - Copy_resized_rotated_90_flipped_vertical.jpg
train,image_305_resized_rotated_90.jpg,sensitive,new_dataset_raw\Sensitive\image_305_resized_rotated_90.jpg
train,oily(56)_resized_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\oily(56)_resized_flipped_horizontal.jpg
train,c13_resized_rotated_90_flipped_vertical.jpg,oily,new_dataset_raw\Oily\c13_resized_rotated_90_flipped_vertical.jpg
train,oily(89)_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\oily(89)_resized_rotated_180_flipped_horizontal.jpg
train,image_290_resized_rotated_180_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_290_resized_rotated_180_flipped_horizontal.jpg
train,images (42)_resized_rotated_180_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (42)_resized_rotated_180_flipped_horizontal.jpg
train,image_756_resized_rotated_90.jpg,sensitive,new_dataset_raw\Sensitive\image_756_resized_rotated_90.jpg
train,image_727_resized_rotated_180_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_727_resized_rotated_180_flipped_vertical.jpg
train,image_374 - Copy_resized_rotated_180.jpg,sensitive,new_dataset_raw\Sensitive\image_374 - Copy_resized_rotated_180.jpg
train,image_767_resized_rotated_180_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_767_resized_rotated_180_flipped_vertical.jpg
train,image_123.jpg,normal,new_dataset_raw\Normal\image_123.jpg
train,image_104.jpg,normal,new_dataset_raw\Normal\image_104.jpg
train,image_662_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_662_resized_rotated_90_flipped_vertical.jpg
train,c9_resized_rotated_180_flipped_vertical.jpg,oily,new_dataset_raw\Oily\c9_resized_rotated_180_flipped_vertical.jpg
train,image_418 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_418 - Copy_resized_rotated_90_flipped_horizontal.jpg
train,images (31)_resized_rotated_180_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (31)_resized_rotated_180_flipped_horizontal.jpg
train,image_284_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_284_resized_rotated_90_flipped_vertical.jpg
train,image_612_resized_rotated_180_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_612_resized_rotated_180_flipped_vertical.jpg
train,image_132.jpg,normal,new_dataset_raw\Normal\image_132.jpg
train,image_149_resized_rotated_180_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_149_resized_rotated_180_flipped_vertical.jpg
train,image_475.jpg,normal,new_dataset_raw\Normal\image_475.jpg
train,image_497.jpg,normal,new_dataset_raw\Normal\image_497.jpg
train,images (35)_resized_rotated_180_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (35)_resized_rotated_180_flipped_vertical.jpg
train,image_774_resized_rotated_90.jpg,sensitive,new_dataset_raw\Sensitive\image_774_resized_rotated_90.jpg
train,c13_resized_rotated_180.jpg,oily,new_dataset_raw\Oily\c13_resized_rotated_180.jpg
train,image_338.jpg,normal,new_dataset_raw\Normal\image_338.jpg
train,image_67.jpg,normal,new_dataset_raw\Normal\image_67.jpg
train,image_442 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_442 - Copy_resized_rotated_90_flipped_horizontal.jpg
train,image_621_resized_rotated_180_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_621_resized_rotated_180_flipped_vertical.jpg
train,image_384 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_384 - Copy_resized_rotated_90_flipped_horizontal.jpg
train,images (23)_resized_rotated_90_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (23)_resized_rotated_90_flipped_vertical.jpg
train,image_314 - Copy_resized_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_314 - Copy_resized_flipped_horizontal.jpg
train,image_280.jpg,normal,new_dataset_raw\Normal\image_280.jpg
train,image_296.jpg,normal,new_dataset_raw\Normal\image_296.jpg
train,image_316 - Copy_resized_resized.jpg,sensitive,new_dataset_raw\Sensitive\image_316 - Copy_resized_resized.jpg
train,image_731_resized_rotated_180.jpg,sensitive,new_dataset_raw\Sensitive\image_731_resized_rotated_180.jpg
train,acne-pustular-21_resized_resized.jpg,combination,new_dataset_raw\Combination\acne-pustular-21_resized_resized.jpg
train,image_552 - Copy_resized_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_552 - Copy_resized_flipped_horizontal.jpg
train,image_432 - Copy_resized_resized.jpg,combination,new_dataset_raw\Combination\image_432 - Copy_resized_resized.jpg
train,image_225.jpg,normal,new_dataset_raw\Normal\image_225.jpg
train,images (32)_resized_resized.jpg,dry,new_dataset_raw\Dry\images (32)_resized_resized.jpg
train,images (23)_resized_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (23)_resized_flipped_horizontal.jpg
train,istockphoto-1297524986-612x612_resized_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\istockphoto-1297524986-612x612_resized_flipped_horizontal.jpg
train,image_285_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_285_resized_rotated_90_flipped_vertical.jpg
train,images (21)_resized_rotated_90_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (21)_resized_rotated_90_flipped_horizontal.jpg
train,image_738_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_738_resized_rotated_90_flipped_vertical.jpg
train,image_671_resized_rotated_180_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_671_resized_rotated_180_flipped_vertical.jpg
train,images (1)_resized_resized.jpg,oily,new_dataset_raw\Oily\images (1)_resized_resized.jpg
train,oily(56)_resized_rotated_90_flipped_vertical.jpg,oily,new_dataset_raw\Oily\oily(56)_resized_rotated_90_flipped_vertical.jpg
train,images (17)_resized_resized.jpg,dry,new_dataset_raw\Dry\images (17)_resized_resized.jpg
train,images (17)_resized_rotated_90_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (17)_resized_rotated_90_flipped_vertical.jpg
train,dry(40)_resized_rotated_180_flipped_vertical.jpg,dry,new_dataset_raw\Dry\dry(40)_resized_rotated_180_flipped_vertical.jpg
train,image_395 - Copy_resized_rotated_180.jpg,combination,new_dataset_raw\Combination\image_395 - Copy_resized_rotated_180.jpg
train,image_442 - Copy_resized_rotated_90.jpg,combination,new_dataset_raw\Combination\image_442 - Copy_resized_rotated_90.jpg
train,image_521 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_521 - Copy_resized_rotated_180_flipped_horizontal.jpg
train,image_359.jpg,normal,new_dataset_raw\Normal\image_359.jpg
train,images (15)_resized_rotated_90_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (15)_resized_rotated_90_flipped_horizontal.jpg
train,oily(59)_resized_rotated_180.jpg,oily,new_dataset_raw\Oily\oily(59)_resized_rotated_180.jpg
train,images_resized_rotated_180.jpg,oily,new_dataset_raw\Oily\images_resized_rotated_180.jpg
train,image_323.jpg,normal,new_dataset_raw\Normal\image_323.jpg
train,image_409.jpg,normal,new_dataset_raw\Normal\image_409.jpg
train,oily(76)_resized_rotated_90_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\oily(76)_resized_rotated_90_flipped_horizontal.jpg
train,image_270.jpg,normal,new_dataset_raw\Normal\image_270.jpg
train,image_245.jpg,normal,new_dataset_raw\Normal\image_245.jpg
train,image_283_resized_resized.jpg,combination,new_dataset_raw\Combination\image_283_resized_resized.jpg
train,images (14)_resized_rotated_90_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (14)_resized_rotated_90_flipped_horizontal.jpg
train,image_683_resized_resized.jpg,combination,new_dataset_raw\Combination\image_683_resized_resized.jpg
train,image_729_resized_rotated_180.jpg,combination,new_dataset_raw\Combination\image_729_resized_rotated_180.jpg
train,c7_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\c7_resized_rotated_180_flipped_horizontal.jpg
train,image_440 - Copy_resized_rotated_90.jpg,sensitive,new_dataset_raw\Sensitive\image_440 - Copy_resized_rotated_90.jpg
train,image_609_resized_rotated_180_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_609_resized_rotated_180_flipped_vertical.jpg
train,image_418 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_418 - Copy_resized_rotated_90_flipped_vertical.jpg
train,image_301_resized_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_301_resized_flipped_horizontal.jpg
train,image_767_resized_rotated_90_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_767_resized_rotated_90_flipped_horizontal.jpg
train,image_430 - Copy_resized_rotated_90.jpg,combination,new_dataset_raw\Combination\image_430 - Copy_resized_rotated_90.jpg
train,image_141.jpg,normal,new_dataset_raw\Normal\image_141.jpg
train,image_315 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_315 - Copy_resized_rotated_180_flipped_horizontal.jpg
train,image_655_resized_rotated_180_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_655_resized_rotated_180_flipped_vertical.jpg
train,image_442.jpg,normal,new_dataset_raw\Normal\image_442.jpg
train,image_557 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_557 - Copy_resized_rotated_90_flipped_horizontal.jpg
train,acne-pustular-67_resized_rotated_180_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\acne-pustular-67_resized_rotated_180_flipped_horizontal.jpg
train,image_390.jpg,normal,new_dataset_raw\Normal\image_390.jpg
train,image_605 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_605 - Copy_resized_rotated_180_flipped_vertical.jpg
train,oily(108)_resized_resized.jpg,oily,new_dataset_raw\Oily\oily(108)_resized_resized.jpg
train,images (1)_resized_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (1)_resized_flipped_horizontal.jpg
train,image_185.jpg,normal,new_dataset_raw\Normal\image_185.jpg
train,oily(86)_resized_resized.jpg,oily,new_dataset_raw\Oily\oily(86)_resized_resized.jpg
train,image_318.jpg,normal,new_dataset_raw\Normal\image_318.jpg
train,images (33)_resized_rotated_90_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (33)_resized_rotated_90_flipped_vertical.jpg
train,images (33)_resized_rotated_90.jpg,dry,new_dataset_raw\Dry\images (33)_resized_rotated_90.jpg
train,image_325.jpg,normal,new_dataset_raw\Normal\image_325.jpg
train,oily(85)_resized_rotated_90_flipped_vertical.jpg,oily,new_dataset_raw\Oily\oily(85)_resized_rotated_90_flipped_vertical.jpg
train,download_resized_rotated_90_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\download_resized_rotated_90_flipped_horizontal.jpg
train,image_612_resized_rotated_180_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_612_resized_rotated_180_flipped_horizontal.jpg
train,c13_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\c13_resized_rotated_180_flipped_horizontal.jpg
train,images (42)_resized_rotated_90_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (42)_resized_rotated_90_flipped_horizontal.jpg
train,image_521 - Copy_resized_rotated_90.jpg,sensitive,new_dataset_raw\Sensitive\image_521 - Copy_resized_rotated_90.jpg
train,c13_resized_rotated_90.jpg,oily,new_dataset_raw\Oily\c13_resized_rotated_90.jpg
train,images (11)_resized_rotated_180_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (11)_resized_rotated_180_flipped_horizontal.jpg
train,download_resized_flipped_vertical.jpg,oily,new_dataset_raw\Oily\download_resized_flipped_vertical.jpg
train,images (5)_resized_rotated_90_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (5)_resized_rotated_90_flipped_horizontal.jpg
train,image_41.jpg,normal,new_dataset_raw\Normal\image_41.jpg
train,image_348 - Copy_resized_flipped_vertical.jpg,sensitive,new_dataset_raw\Sensitive\image_348 - Copy_resized_flipped_vertical.jpg
train,oily(108)_resized_rotated_180.jpg,oily,new_dataset_raw\Oily\oily(108)_resized_rotated_180.jpg
train,image_671_resized_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_671_resized_flipped_horizontal.jpg
train,image_575 - Copy_resized_rotated_180.jpg,combination,new_dataset_raw\Combination\image_575 - Copy_resized_rotated_180.jpg
train,image_103.jpg,normal,new_dataset_raw\Normal\image_103.jpg
train,image_374 - Copy_resized_resized.jpg,sensitive,new_dataset_raw\Sensitive\image_374 - Copy_resized_resized.jpg
train,image_122.jpg,normal,new_dataset_raw\Normal\image_122.jpg
train,image_767_resized_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_767_resized_flipped_horizontal.jpg
train,istockphoto-467680200-612x612_resized_rotated_180.jpg,dry,new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_rotated_180.jpg
train,image_285_resized_rotated_180_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_285_resized_rotated_180_flipped_vertical.jpg
train,images (17)_resized_rotated_90.jpg,dry,new_dataset_raw\Dry\images (17)_resized_rotated_90.jpg
train,oily(31)_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\oily(31)_resized_rotated_180_flipped_horizontal.jpg
train,images (37)_resized_rotated_90_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (37)_resized_rotated_90_flipped_vertical.jpg
train,istockphoto-846675168-612x612_resized_rotated_90_flipped_vertical.jpg,oily,new_dataset_raw\Oily\istockphoto-846675168-612x612_resized_rotated_90_flipped_vertical.jpg
train,image_380 - Copy_resized_rotated_90_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_380 - Copy_resized_rotated_90_flipped_horizontal.jpg
train,oily(54)_resized_rotated_90_flipped_vertical.jpg,oily,new_dataset_raw\Oily\oily(54)_resized_rotated_90_flipped_vertical.jpg
train,image_346.jpg,normal,new_dataset_raw\Normal\image_346.jpg
train,istockphoto-467680200-612x612_resized_rotated_180_flipped_vertical.jpg,dry,new_dataset_raw\Dry\istockphoto-467680200-612x612_resized_rotated_180_flipped_vertical.jpg
train,image_387 - Copy_resized_resized.jpg,sensitive,new_dataset_raw\Sensitive\image_387 - Copy_resized_resized.jpg
train,image_774_resized_rotated_180_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_774_resized_rotated_180_flipped_horizontal.jpg
train,c16_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\c16_resized_rotated_180_flipped_horizontal.jpg
train,images (28)_resized_rotated_180_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (28)_resized_rotated_180_flipped_vertical.jpg
train,image_476.jpg,normal,new_dataset_raw\Normal\image_476.jpg
train,image_72.jpg,normal,new_dataset_raw\Normal\image_72.jpg
train,images (5)_resized_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (5)_resized_flipped_vertical.jpg
train,images (9)_resized_rotated_180.jpg,dry,new_dataset_raw\Dry\images (9)_resized_rotated_180.jpg
train,image_395 - Copy_resized_resized.jpg,combination,new_dataset_raw\Combination\image_395 - Copy_resized_resized.jpg
train,c15_resized_resized.jpg,oily,new_dataset_raw\Oily\c15_resized_resized.jpg
train,image_352.jpg,normal,new_dataset_raw\Normal\image_352.jpg
train,image_552 - Copy_resized_rotated_180_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_552 - Copy_resized_rotated_180_flipped_horizontal.jpg
train,images (30)_resized_rotated_90.jpg,dry,new_dataset_raw\Dry\images (30)_resized_rotated_90.jpg
train,image_412.jpg,normal,new_dataset_raw\Normal\image_412.jpg
train,c34_resized_rotated_90.jpg,oily,new_dataset_raw\Oily\c34_resized_rotated_90.jpg
train,image_680_resized_rotated_180_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_680_resized_rotated_180_flipped_vertical.jpg
train,image_298.jpg,normal,new_dataset_raw\Normal\image_298.jpg
train,image_420.jpg,normal,new_dataset_raw\Normal\image_420.jpg
train,images (41)_resized_rotated_90_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (41)_resized_rotated_90_flipped_horizontal.jpg
train,images (4)_resized_flipped_horizontal.jpg,dry,new_dataset_raw\Dry\images (4)_resized_flipped_horizontal.jpg
train,image_141_resized_rotated_90_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_141_resized_rotated_90_flipped_horizontal.jpg
train,image_301_resized_rotated_90_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_301_resized_rotated_90_flipped_horizontal.jpg
train,image_385 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_385 - Copy_resized_rotated_180_flipped_horizontal.jpg
train,oily(83)_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\oily(83)_resized_rotated_180_flipped_horizontal.jpg
train,image_395.jpg,normal,new_dataset_raw\Normal\image_395.jpg
train,c7_resized_rotated_180_flipped_vertical.jpg,oily,new_dataset_raw\Oily\c7_resized_rotated_180_flipped_vertical.jpg
train,image_284_resized_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_284_resized_flipped_horizontal.jpg
train,image_556 - Copy_resized_rotated_180.jpg,sensitive,new_dataset_raw\Sensitive\image_556 - Copy_resized_rotated_180.jpg
train,image_552 - Copy_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_552 - Copy_resized_rotated_90_flipped_vertical.jpg
train,oily(71)_resized_rotated_90_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\oily(71)_resized_rotated_90_flipped_horizontal.jpg
train,images (4)_resized_rotated_180_flipped_vertical.jpg,dry,new_dataset_raw\Dry\images (4)_resized_rotated_180_flipped_vertical.jpg
train,image_396 - Copy_resized_flipped_horizontal.jpg,sensitive,new_dataset_raw\Sensitive\image_396 - Copy_resized_flipped_horizontal.jpg
train,oily(31)_resized_rotated_180.jpg,oily,new_dataset_raw\Oily\oily(31)_resized_rotated_180.jpg
train,images (2)_resized_flipped_vertical.jpg,oily,new_dataset_raw\Oily\images (2)_resized_flipped_vertical.jpg
train,oily(84)_resized_rotated_180_flipped_horizontal.jpg,oily,new_dataset_raw\Oily\oily(84)_resized_rotated_180_flipped_horizontal.jpg
train,image_683_resized_rotated_90_flipped_vertical.jpg,combination,new_dataset_raw\Combination\image_683_resized_rotated_90_flipped_vertical.jpg
train,dry(40)_resized_rotated_90.jpg,dry,new_dataset_raw\Dry\dry(40)_resized_rotated_90.jpg
train,image_676_resized_rotated_90_flipped_horizontal.jpg,combination,new_dataset_raw\Combination\image_676_resized_rotated_90_flipped_horizontal.jpg
train,image_55.jpg,normal,new_dataset_raw\Normal\image_55.jpg
